imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,avg_vote,votes,reviews_from_users,reviews_from_critics,oscar_status
108052,Schindler's List,Schindler's List,1993.0,1994-03-11,"Biography, Drama, History",195.0,USA,"English, Hebrew, German, Polish, Latin",Steven Spielberg,"Thomas Keneally, Steven Zaillian",Universal Pictures,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Malgorzata Gebel, Shmuel Levy, Mark Ivanir, Béatrice Macola, Andrzej Seweryn, Friedrich von Thun, Krzysztof Luft, Harry Nehring, Norbert Weisser",8.9,1183248.0,11,3,Winner
108122,America oggi,Short Cuts,1993.0,1993-10-01,"Comedy, Drama",188.0,USA,English,Robert Altman,"Raymond Carver, Robert Altman",Fine Line Features,"Andie MacDowell, Bruce Davison, Jack Lemmon, Zane Cassidy, Julianne Moore, Matthew Modine, Anne Archer, Fred Ward, Jennifer Jason Leigh, Chris Penn, Joseph C. Hopkins, Josette Maccario, Lili Taylor, Robert Downey Jr., Madeleine Stowe",7.7,41580.0,2,1,Snubbed
108160,Insonnia d'amore,Sleepless in Seattle,1993.0,1993-10-08,"Comedy, Drama, Romance",105.0,USA,English,Nora Ephron,"Jeff Arch, Nora Ephron",TriStar Pictures,"Tom Hanks, Ross Malinger, Rita Wilson, Victor Garber, Tom Riis Farrell, Carey Lowell, Meg Ryan, Bill Pullman, Le Clanché du Rand, Kevin O'Morrison, David Hyde Pierce, Valerie Wright, Frances Conroy, Tom Tammi, Calvin Trillin",6.8,156290.0,3,1,Snubbed
108358,Tombstone,Tombstone,1993.0,1994-04-01,"Action, Biography, Drama",130.0,USA,"English, Latin","George P. Cosmatos, Kevin Jarre",Kevin Jarre,Hollywood Pictures,"Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton, Powers Boothe, Michael Biehn, Charlton Heston, Jason Priestley, Jon Tenney, Stephen Lang, Thomas Haden Church, Dana Delany, Paula Malcomson, Lisa Collins, Dana Wheeler-Nicholson",7.8,123144.0,6,1,Snubbed
108399,Una vita al massimo,True Romance,1993.0,1993-11-25,"Crime, Drama, Romance",119.0,"USA, France","English, Italian",Tony Scott,Quentin Tarantino,Morgan Creek Entertainment,"Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer, Gary Oldman, Brad Pitt, Christopher Walken, Bronson Pinchot, Samuel L. Jackson, Michael Rapaport, Saul Rubinek, Conchata Ferrell, James Gandolfini, Anna Thomson, Victor Argo",7.9,202557.0,6,2,Snubbed
108550,Buon compleanno Mr. Grape,What's Eating Gilbert Grape,1993.0,1994-03-04,Drama,118.0,USA,English,Lasse Hallström,"Peter Hedges, Peter Hedges",Paramount Pictures,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates, Laura Harrington, Mary Kate Schellhardt, Kevin Tighe, John C. Reilly, Crispin Glover, Penelope Branning, Tim Green, Susan Loughran, Robert B. Hedges, Mark Jordan",7.8,210322.0,4,1,Snubbed
109327,Brainscan - Il gioco della morte,Brainscan,1994.0,1994-04-22,"Comedy, Horror, Sci-Fi",96.0,"UK, USA",English,John Flynn,"Brian Owens, Andrew Kevin Walker",Admire Productions Ltd.,"Edward Furlong, Frank Langella, T. Ryder Smith, Amy Hargreaves, Jamie Marsh, Victor Ertmanis, David Hemblen, Vlasta Vrana, Domenico Fiore, Claire Riley, Tod Fennell, Michèle-Barbara Pelletier, Dean Hagopian, Donna Baccala, Jérôme Tiberghien",6.1,10340.0,1,1,Snubbed
109348,Pallottole su Broadway,Bullets Over Broadway,1994.0,1995-02-16,"Comedy, Crime",98.0,USA,English,Woody Allen,"Woody Allen, Douglas McGrath",Miramax,"John Cusack, Dianne Wiest, Jennifer Tilly, Chazz Palminteri, Mary-Louise Parker, Jack Warden, Joe Viterelli, Rob Reiner, Tracey Ullman, Jim Broadbent, Harvey Fierstein, Stacey Nelkin, Malgorzata Zajaczkowska, Charles Cragin, Nina von Arx",7.4,34792.0,1,1,Snubbed
109444,Sotto il segno del pericolo,Clear and Present Danger,1994.0,1994-12-07,"Action, Crime, Drama",141.0,"USA, Mexico",English,Phillip Noyce,"Tom Clancy, Donald E. Stewart",Mace Neufeld Productions,"Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin, Donald Moffat, Miguel Sandoval, Benjamin Bratt, Raymond Cruz, Dean Jones, Thora Birch, Ann Magnuson, Hope Lange, Tom Tammi",6.9,87565.0,2,1,Snubbed
109445,Clerks - Commessi,Clerks,1994.0,1995-02-01,Comedy,92.0,USA,English,Kevin Smith,Kevin Smith,View Askew Productions,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer, Jason Mewes, Kevin Smith, Scott Mosier, Scott Schiaffo, Al Berkowitz, Walter Flanagan, Ed Hapstak, Lee Bendick, David Klein, Pattijean Csik, Ken Clark",7.7,209206.0,7,2,Snubbed
109506,Il corvo - The Crow,The Crow,1994.0,1994-09-22,"Action, Drama, Fantasy",102.0,USA,English,Alex Proyas,"James O'Barr, David J. Schow",Crowvision Inc.,"Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling, Sofia Shinas, Anna Thomson, David Patrick Kelly, Angel David, Laurence Mason, Michael Massee, Tony Todd, Jon Polito, Bill Raymond, Marco Rodríguez",7.6,163631.0,7,2,Snubbed
109635,Rivelazioni,Disclosure,1994.0,1995-01-27,"Drama, Thriller",128.0,USA,English,Barry Levinson,"Michael Crichton, Paul Attanasio",Warner Bros.,"Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall, Roma Maffia, Dylan Baker, Rosemary Forsyth, Dennis Miller, Suzie Plakson, Nicholas Sadler, Jacqueline Kim, Joe Urla, Michael Chieffo, Joseph Attanasio, Faryn Einhorn",6.1,45550.0,2,1,Snubbed
109686,Scemo & più scemo,Dumb and Dumber,1994.0,1995-08-31,Comedy,107.0,USA,"English, Swedish, German","Peter Farrelly, Bobby Farrelly","Peter Farrelly, Bennett Yellin",New Line Cinema,"Jim Carrey, Jeff Daniels, Lauren Holly, Mike Starr, Karen Duffy, Charles Rocket, Victoria Rowell, Joe Baker, Hank Brandt, Teri Garr, Brady Bluhm, Cam Neely, Felton Perry, Brad Lockerman, Rob Moran",7.3,347396.0,5,1,Snubbed
109707,Ed Wood,Ed Wood,1994.0,1995-05-27,"Biography, Comedy, Drama",127.0,USA,English,Tim Burton,"Rudolph Grey, Scott Alexander",Touchstone Pictures,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones, G.D. Spradlin, Vincent D'Onofrio, Bill Murray, Mike Starr, Max Casella, Brent Hinkley, Lisa Marie, George 'The Animal' Steele, Juliet Landau, Clive Rosengren",7.8,162933.0,5,2,Snubbed
109830,Forrest Gump,Forrest Gump,1994.0,1994-10-06,"Drama, Romance",142.0,USA,English,Robert Zemeckis,"Winston Groom, Eric Roth",Paramount Pictures,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys, Harold G. Herthum, George Kelly, Bob Penny, John Randall, Sam Anderson, Margo Moorer, Ione M. Telech, Christine Seabrook, John Worsham, Peter Dobson, Siobhan Fallon Hogan",8.8,1755490.0,11,2,Winner
109831,Quattro matrimoni e un funerale,Four Weddings and a Funeral,1994.0,1994-10-13,"Comedy, Drama, Romance",117.0,UK,"English, British Sign Language",Mike Newell,Richard Curtis,PolyGram Filmed Entertainment,"Hugh Grant, James Fleet, Simon Callow, John Hannah, Kristin Scott Thomas, David Bower, Charlotte Coleman, Andie MacDowell, Timothy Walker, Sara Crowe, Ronald Herdman, Elspet Gray, Philip Voss, Rupert Vansittart, Nicola Walker",7.0,136126.0,3,1,Nominee
109836,Frankenstein di Mary Shelley,Frankenstein,1994.0,1995-02-09,"Drama, Horror, Romance",123.0,"USA, Japan, UK",English,Kenneth Branagh,"Mary Shelley, Steph Lady",TriStar Pictures,"Robert De Niro, Kenneth Branagh, Tom Hulce, Helena Bonham Carter, Aidan Quinn, Ian Holm, Richard Briers, John Cleese, Robert Hardy, Cherie Lunghi, Celia Imrie, Trevyn McDowell, Gerard Horan, Mark Hadfield, Joanna Roth",6.4,50321.0,3,1,Snubbed
110074,Mister Hula Hoop,The Hudsucker Proxy,1994.0,1994-05-12,"Comedy, Drama, Fantasy",111.0,"UK, Germany, USA","English, Finnish","Joel Coen, Ethan Coen","Ethan Coen, Joel Coen",PolyGram Filmed Entertainment,"Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning, John Mahoney, Jim True-Frost, Bill Cobbs, Bruce Campbell, Harry Bugin, John Seitz, Joe Grifasi, Roy Brocksmith, John Wylie, I.M. Hobson, Gary Allen",7.2,75860.0,3,1,Snubbed
110148,Intervista col vampiro,Interview with the Vampire: The Vampire Chronicles,1994.0,1994-12-16,"Drama, Horror",123.0,USA,"English, French",Neil Jordan,"Anne Rice, Anne Rice",Geffen Pictures,"Brad Pitt, Christian Slater, Virginia McCollam, John McConnell, Tom Cruise, Mike Seelig, Bellina Logan, Thandie Newton, Lyla Hay Owen, Lee E. Scharfstein, Indra Ové, Helen McCrory, Monte Montague, Kirsten Dunst, Nathalie Bloch-Lainé",7.5,289538.0,5,1,Snubbed
110308,L'ultima seduzione,The Last Seduction,1994.0,1994-08-05,"Crime, Drama, Romance",110.0,"UK, USA",English,John Dahl,Steve Barancik,Incorporated Television Company (ITC),"Linda Fiorentino, Bill Pullman, Michael Raysses, Zack Phifer, Peter Berg, Brien Varady, Dean Norris, Donna W. Scott, Mik Scriba, J.T. Walsh, Erik-Anders Nilsson, Patricia R. Caprio, Herb Mitchell, Bill Nunn, Renee Rogers",7.0,20502.0,2,1,Snubbed
110322,Vento di passioni,Legends of the Fall,1994.0,1995-03-24,"Drama, Romance, War",133.0,USA,"English, Cornish",Edward Zwick,"Susan Shilliday, William D. Wittliff",TriStar Pictures,"Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond, Henry Thomas, Karina Lombard, Tantoo Cardinal, Gordon Tootoosis, Paul Desmond, Christina Pickles, Robert Wisden, John Novak, Kenneth Welsh, Bill Dow, Sam Sarkar",7.5,144839.0,5,1,Snubbed
110413,Léon,Léon,1994.0,1995-04-07,"Action, Crime, Drama",110.0,"France, USA","English, Italian, French",Luc Besson,Luc Besson,Gaumont,"Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello, Peter Appel, Willi One Blood, Don Creech, Keith A. Glascoe, Randolph Scott, Michael Badalucco, Ellen Greene, Elizabeth Regen, Carl J. Matusovich, Frank Senger, Lucius Wyatt Cherokee",8.5,1007598.0,11,2,Snubbed
110475,The Mask - Da zero a mito,The Mask,1994.0,1994-12-16,"Action, Comedy, Crime",101.0,USA,"English, Swedish",Chuck Russell,"Michael Fallon, Mark Verheiden",Dark Horse Entertainment,"Jim Carrey, Peter Riegert, Peter Greene, Amy Yasbeck, Richard Jeni, Orestes Matacena, Tim Bagley, Nancy Fish, Johnny Williams, Reg E. Cathey, Jim Doughan, Denis Forest, Cameron Diaz, Joseph Alfieri, B.J. Barie",6.9,338884.0,3,1,Snubbed
110632,Assassini nati - Natural Born Killers,Natural Born Killers,1994.0,1994-09-23,"Action, Crime, Drama",118.0,USA,"English, Navajo, Japanese",Oliver Stone,"Quentin Tarantino, David Veloz",Warner Bros.,"Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield, Everett Quinton, Jared Harris, Pruitt Taylor Vince, Edie McClurg, Russell Means, Lanny Flaherty, O-Lan Jones, Robert Downey Jr., Richard Lineback, Kirk Baltz, Ed White",7.3,212615.0,7,2,Snubbed
110684,La vita a modo mio,Nobody's Fool,1994.0,1995-01-13,"Comedy, Drama",110.0,USA,English,Robert Benton,"Richard Russo, Robert Benton",Capella International,"Paul Newman, Jessica Tandy, Bruce Willis, Melanie Griffith, Dylan Walsh, Pruitt Taylor Vince, Gene Saks, Josef Sommer, Philip Seymour Hoffman, Philip Bosco, Catherine Dent, Alexander Goodwin, Carl J. Matusovich, Jay Patterson, Jerry Mayer",7.4,18119.0,2,1,Snubbed
110823,Fantasmi III - Lord of the Dead,Phantasm III: Lord of the Dead,1994.0,1994-12-08,"Action, Fantasy, Horror",91.0,USA,English,Don Coscarelli,Don Coscarelli,Starway International Inc.,"Reggie Bannister, A. Michael Baldwin, Bill Thornbury, Gloria Lynne Henry, Kevin Connors, Cindy Ambuehl, John Davis Chandler, Brooks Gardner, Angus Scrimm, Irene Roseen, Sarah Scott Davis, Duane Tucker, Claire Benedek, Wendy Way, Robert Beecher",6.1,8292.0,1,1,Snubbed
110877,Il postino,Il postino,1994.0,1994-09-22,"Biography, Comedy, Drama",108.0,"Italy, France, Belgium","Italian, Spanish","Michael Radford, Massimo Troisi","Antonio Skármeta, Furio Scarpelli",Cecchi Gori Group Tiger Cinematografica,"Philippe Noiret, Massimo Troisi, Maria Grazia Cucinotta, Renato Scarpa, Linda Moretti, Sergio Solli, Carlo Di Maio, Nando Neri, Vincenzo Di Sauro, Orazio Stracuzzi, Alfredo Cozzolino, Mariano Rigillo, Anna Bonaiuto",7.7,32836.0,2,1,Nominee
110912,Pulp Fiction,Pulp Fiction,1994.0,1994-10-28,"Crime, Drama",154.0,USA,"English, Spanish, French",Quentin Tarantino,"Quentin Tarantino, Roger Avary",Miramax,"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta, Samuel L. Jackson, Phil LaMarr, Frank Whaley, Burr Steers, Bruce Willis, Ving Rhames, Paul Calderon, Bronagh Gallagher, Rosanna Arquette, Eric Stoltz, Uma Thurman",8.9,1780147.0,11,3,Nominee
110932,Quiz Show,Quiz Show,1994.0,1995-02-16,"Biography, Drama, History",133.0,USA,English,Robert Redford,"Paul Attanasio, Richard N. Goodwin",Baltimore Pictures,"John Turturro, Rob Morrow, Ralph Fiennes, Paul Scofield, David Paymer, Hank Azaria, Christopher McDonald, Johann Carlo, Elizabeth Wilson, Allan Rich, Mira Sorvino, George Martin, Paul Guilfoyle, Griffin Dunne, Michael Mantell",7.5,63643.0,2,1,Nominee
110950,"Giovani, carini e disoccupati",Reality Bites,1994.0,1994-06-09,"Comedy, Drama, Romance",99.0,USA,English,Ben Stiller,Helen Childress,Jersey Films,"Winona Ryder, Ethan Hawke, Janeane Garofalo, Steve Zahn, Ben Stiller, Swoosie Kurtz, Harry O'Reilly, Susan Norfleet, Joe Don Baker, Renée Zellweger, James Rothenberg, John Mahoney, Eric Morgan Stuart, Barry Del Sherman, Chelsea Lagos",6.6,45122.0,2,1,Snubbed
110955,C'eravamo tanto odiati,The Ref,1994.0,1994-11-18,"Comedy, Crime, Drama",96.0,USA,English,Ted Demme,"Marie Weiss, Richard LaGravenese",Touchstone Pictures,"Denis Leary, Judy Davis, Kevin Spacey, Robert J. Steinmiller Jr., Glynis Johns, Raymond J. Barry, Richard Bright, Christine Baranski, Adam LeFevre, Phillip Nicoll, Ellie Raab, Bill Raymond, John Scurti, Jim Turner, Herbie Ade",6.9,22890.0,2,1,Snubbed
110997,The River Wild - Il fiume della paura,The River Wild,1994.0,1995-02-03,"Adventure, Crime, Thriller",111.0,USA,"English, American Sign Language",Curtis Hanson,Denis O'Neill,Universal Pictures,"Meryl Streep, Joseph Mazzello, Stephanie Sawyer, David Strathairn, Elizabeth Hoffman, Victor Galloway, Diane Delano, Thomas F. Duffy, Kevin Bacon, John C. Reilly, William Lucking, Benjamin Bratt, Paul Cantelon, Glenn Morshower",6.4,40560.0,1,1,Snubbed
111070,Santa Clause,The Santa Clause,1994.0,1995-12-01,"Comedy, Drama, Family",97.0,"USA, Canada","English, Spanish",John Pasquin,"Leo Benvenuti, Steve Rudnick",Walt Disney Pictures,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz, Larry Brandenburg, Mary Gross, Paige Tamada, Peter Boyle, Judith Scott, Jayne Eastwood, Melissa King, Bradley Wentworth, Azura Bates, Joshua Satok",6.5,92289.0,2,1,Snubbed
111127,La signora ammazzatutti,Serial Mom,1994.0,1994-11-25,"Comedy, Crime, Thriller",95.0,USA,English,John Waters,John Waters,Savoy Pictures,"Kathleen Turner, Sam Waterston, Ricki Lake, Matthew Lillard, Scott Morgan, Walt MacPherson, Justin Whalin, Patricia Dunnock, Lonnie Horsey, Mink Stole, Mary Jo Catlett, John Badila, Kathy Fannon, Doug Roberts, Traci Lords",6.8,26389.0,2,1,Snubbed
111143,L'uomo ombra,The Shadow,1994.0,1995-03-02,"Action, Adventure, Crime",108.0,USA,English,Russell Mulcahy,"Walter B. Gibson, David Koepp",Universal Pictures,"Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle, Ian McKellen, Tim Curry, Jonathan Winters, Sab Shimono, Andre Gregory, Brady Tsurutani, James Hong, Arsenio 'Sonny' Trinidad, Joseph Maher, John Kapelos, Max Wright",6.1,22972.0,2,1,Snubbed
111161,Le ali della libertà,The Shawshank Redemption,1994.0,1995-02-10,Drama,142.0,USA,English,Frank Darabont,"Stephen King, Frank Darabont",Castle Rock Entertainment,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, Mark Rolston, James Whitmore, Jeffrey DeMunn, Larry Brandenburg, Neil Giuntoli, Brian Libby, David Proval, Joseph Ragno, Jude Ciccolella",9.3,2278845.0,12,2,Nominee
111257,Speed,Speed,1994.0,1994-09-30,"Action, Adventure, Thriller",116.0,USA,English,Jan de Bont,Graham Yost,The Mark Gordon Company,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton, Jeff Daniels, Alan Ruck, Glenn Plummer, Richard Lineback, Beth Grant, Hawthorne James, Carlos Carrasco, David Kriegel, Natsuko Ohama, Daniel Villarreal, Simone Gad",7.2,322275.0,5,2,Snubbed
111280,Generazioni,Star Trek: Generations,1994.0,1995-03-17,"Action, Adventure, Mystery",118.0,USA,"English, Klingon",David Carson,"Gene Roddenberry, Rick Berman",Paramount Pictures,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Gates McFadden, Marina Sirtis, Malcolm McDowell, James Doohan, Walter Koenig, William Shatner, Alan Ruck, Jacqueline Kim, Jenette Goldstein, Thomas Kopache",6.6,74923.0,3,2,Snubbed
111282,Stargate,Stargate,1994.0,1995-01-20,"Action, Adventure, Sci-Fi",116.0,"USA, France","English, Norwegian, Swedish, Egyptian (Ancient), Arabic",Roland Emmerich,"Dean Devlin, Roland Emmerich",Canal+,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, Alexis Cruz, Mili Avital, Leon Rippy, John Diehl, Carlos Lauchu, Djimon Hounsou, Erick Avari, French Stewart, Gianin Loffler, Christopher John Fields, Derek Webster",7.1,172526.0,3,2,Snubbed
111503,True Lies,True Lies,1994.0,1994-09-11,"Action, Comedy, Thriller",141.0,USA,"English, French, Arabic, German",James Cameron,"Claude Zidi, Simon Michaël",Twentieth Century Fox,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton, Tia Carrere, Art Malik, Eliza Dushku, Grant Heslov, Charlton Heston, Marshall Manesh, James Allen, Dieter Rauter, Jane Morris, Katsy Chappell, Crystina Wyler",7.2,232830.0,5,1,Snubbed
111686,Nightmare - Nuovo incubo,Wes Craven's New Nightmare,1994.0,1995-03-03,"Fantasy, Horror, Mystery",112.0,USA,English,Wes Craven,"Wes Craven, Wes Craven",New Line Cinema,"Jeff Davis, Heather Langenkamp, Miko Hughes, Matt Winston, Rob LaBelle, David Newsom, Wes Craven, Marianne Maddalena, Gretchen Oehler, Tracy Middendorf, Cully Fredricksen, Bodhi Elfman, Sam Rubin, Robert Englund, Claudia Haro",6.4,49852.0,4,2,Snubbed
111742,Wolf - La belva è fuori,Wolf,1994.0,1994-09-03,"Drama, Horror, Romance",125.0,USA,"English, Spanish",Mike Nichols,"Jim Harrison, Wesley Strick",Columbia Pictures,"Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan, Richard Jenkins, Christopher Plummer, Eileen Atkins, David Hyde Pierce, Om Puri, Ron Rifkin, Prunella Scales, Brian Markinson, Peter Gerety, Bradford English, Stewart J. Zully",6.2,51649.0,2,1,Snubbed
112346,Il presidente - Una storia d'amore,The American President,1995.0,1996-01-26,"Comedy, Drama, Romance",114.0,USA,"English, French, Spanish",Rob Reiner,Aaron Sorkin,Universal Pictures,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, Anna Deavere Smith, Samantha Mathis, Shawna Waldron, David Paymer, Anne Haney, Richard Dreyfuss, Nina Siemaszko, Wendie Malick, Beau Billingslea, Gail Strickland, Joshua Malina",6.8,50948.0,3,1,Snubbed
112384,Apollo 13,Apollo 13,1995.0,1995-10-13,"Adventure, Drama, History",140.0,USA,English,Ron Howard,"Jim Lovell, Jeffrey Kluger",Universal Pictures,"Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise, Ed Harris, Kathleen Quinlan, Mary Kate Schellhardt, Emily Ann Lloyd, Miko Hughes, Max Elliott Slade, Jean Speegle Howard, Tracy Reiner, David Andrews, Michele Little, Chris Ellis",7.6,262254.0,4,2,Nominee
112401,Assassins,Assassins,1995.0,1996-01-04,"Action, Crime, Thriller",132.0,"France, USA","English, Dutch, Spanish",Richard Donner,"Lilly Wachowski, Lana Wachowski",Warner Bros.,"Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov, Muse Watson, Steve Kahan, Kelly Rowan, Reed Diamond, Kai Wulff, Kerry Skalsky, James Douglas Haskins, Stephen Liska, John Harms, Edward J. Rosen, Christina Orchid",6.3,76453.0,2,1,Snubbed
112431,"Babe, maialino coraggioso",Babe,1995.0,1996-01-19,"Comedy, Drama, Family",91.0,"Australia, USA",English,Chris Noonan,"Dick King-Smith, George Miller",Universal Pictures,"Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving, Miriam Flynn, Russi Taylor, Evelyn Krape, Michael Edward-Stevens, Charles Bartlett, Paul Livingston, Roscoe Lee Browne, James Cromwell, Magda Szubanski, Zoe Burton, Paul Goddard",6.8,115074.0,3,1,Nominee
112442,Bad Boys,Bad Boys,1995.0,1995-09-01,"Action, Comedy, Crime",119.0,USA,English,Michael Bay,"George Gallo, Michael Barrie",Don Simpson/Jerry Bruckheimer Films,"Lisa Boyle, Michael Taliferro, Emmanuel Xuereb, Tchéky Karyo, Marc Macaulay, Ralph Gonzalez, Vic Manni, Frank John Hughes, Mike Kirton, Martin Lawrence, Will Smith, Will Knickerbocker, Theresa Randle, Tiffany Samuels, Cory Hodges",6.9,235440.0,3,1,Snubbed
112573,Braveheart - Cuore impavido,Braveheart,1995.0,1995-12-01,"Biography, Drama, History",178.0,USA,"English, French, Latin, Scottish Gaelic, Italian",Mel Gibson,Randall Wallace,Icon Entertainment International,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo, Sean McGinley, Alan Tall, Andrew Weir, Gerda Stevenson, Ralph Riach, Mhairi Calvey, Brian Cox, Patrick McGoohan, Peter Hanly, Sophie Marceau, Stephen Billington",8.3,941683.0,11,2,Winner
112579,I ponti di Madison County,The Bridges of Madison County,1995.0,1995-10-27,"Drama, Romance",135.0,USA,English,Clint Eastwood,"Richard LaGravenese, Robert James Waller",Warner Bros.,"Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak, Jim Haynie, Sarah Zahn, Christopher Kroon, Phyllis Lyons, Debra Monk, Richard Lage, Michelle Benes, Alison Wiegert, Brandon Bobst, Pearl Faessler, R.E. 'Stick' Faessler",7.6,71194.0,3,1,Snubbed
112641,Casinò,Casino,1995.0,1996-03-22,"Crime, Drama",178.0,"France, USA",English,Martin Scorsese,"Nicholas Pileggi, Nicholas Pileggi",Universal Pictures,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles, Alan King, Kevin Pollak, L.Q. Jones, Dick Smothers, Frank Vincent, John Bloom, Pasquale Cajano, Melissa Prophet, Bill Allison, Vinny Vella",8.2,452817.0,7,2,Snubbed
112688,Clockers,Clockers,1995.0,1995-10-20,"Crime, Drama, Mystery",128.0,USA,English,Spike Lee,"Richard Price, Richard Price",Universal Pictures,"Harvey Keitel, John Turturro, Delroy Lindo, Mekhi Phifer, Isaiah Washington, Keith David, Peewee Love, Regina Taylor, Thomas Jefferson Byrd, Sticky Fingaz, Fredro Starr, Elvis Nolasco, Lawrence B. Adisa, Hassan Johnson, Frances Foster",6.9,20336.0,1,1,Snubbed
112697,Ragazze a Beverly Hills,Clueless,1995.0,1996-06-14,"Comedy, Romance",97.0,USA,"English, Spanish",Amy Heckerling,Amy Heckerling,Paramount Pictures,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd, Donald Faison, Elisa Donovan, Breckin Meyer, Jeremy Sisto, Dan Hedaya, Aida Linares, Wallace Shawn, Twink Caplan, Justin Walker, Sabastian Rashidi, Herb Hall",6.8,178118.0,4,2,Snubbed
112722,Copycat - Omicidi in serie,Copycat,1995.0,1996-04-12,"Drama, Mystery, Thriller",123.0,USA,English,Jon Amiel,"Ann Biderman, David Madsen",Regency Enterprises,"Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara, Harry Connick Jr., J.E. Freeman, Will Patton, John Rothman, Shannon O'Hurley, Bob Greene, Tony Haney, Danny Kovacs, Tahmus Rounds, Scott DeVenney, David Michael Silverman",6.6,52901.0,2,1,Snubbed
112740,Allarme rosso,Crimson Tide,1995.0,1995-09-14,"Action, Drama, Thriller",116.0,USA,English,Tony Scott,"Michael Schiffer, Richard P. Henrick",Hollywood Pictures,"Denzel Washington, Gene Hackman, Matt Craven, George Dzundza, Viggo Mortensen, James Gandolfini, Rocky Carroll, Jaime Gomez, Michael Milhoan, Scott Burkholder, Danny Nucci, Lillo Brancato, Eric Bruskotter, Ricky Schroder, Steve Zahn",7.3,99265.0,3,1,Snubbed
112817,Dead Man,Dead Man,1995.0,1996-06-07,"Adventure, Drama, Fantasy",121.0,"USA, Germany, Japan","English, Cree",Jim Jarmusch,Jim Jarmusch,Pandora Filmproduktion,"Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen, Michael Wincott, Eugene Byrd, John Hurt, Robert Mitchum, Iggy Pop, Gabriel Byrne, Jared Harris, Mili Avital, Jimmie Ray Weeks, Mark Bringelson, John North",7.6,88671.0,4,2,Snubbed
112818,Dead Man Walking - Condannato a morte,Dead Man Walking,1995.0,1996-03-15,"Crime, Drama",122.0,"UK, USA",English,Tim Robbins,"Helen Prejean, Tim Robbins",Havoc,"Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry, R. Lee Ermey, Celia Weston, Lois Smith, Scott Wilson, Roberta Maxwell, Margo Martindale, Barton Heyman, Steve Boles, Nesbitt Blaisdell, Ray Aranha, Larry Pine",7.5,87076.0,3,1,Snubbed
112851,Desperado,Desperado,1995.0,1996-02-09,"Action, Crime, Thriller",104.0,"USA, Mexico","English, Spanish",Robert Rodriguez,Robert Rodriguez,Columbia Pictures,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin, Steve Buscemi, Carlos Gómez, Quentin Tarantino, Tito Larriva, Angel Aviles, Danny Trejo, Abraham Verduzco, Carlos Gallardo, Albert Michel Jr., David Alvarado, Angela Lanza",7.2,168748.0,3,2,Snubbed
